id,name,cuisine,rating,review_count,price,address,zip_code,latitude,longitude,phone,url
ojbH3wnRu050hRhkmoxRiA,Han Dynasty,Chinese,3.8,774,$$,"215 W 85th St, New York, NY 10024",10024,40.7875329540021,-73.97638356686477,(212) 858-9060,https://www.yelp.com/biz/han-dynasty-new-york-8?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
oowNI_aUmGEFa_VW8BFgRg,Tri Dim Shanghai,Chinese,4.0,606,$$,"1378 3rd Ave, New York, NY 10075",10075,40.773951,-73.957927,(212) 585-3388,https://www.yelp.com/biz/tri-dim-shanghai-new-york-4?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
WVsPyl-DGRu0O_rQYdIMVQ,The Best Sichuan,Chinese,4.3,252,$$,"47 W 39th St, New York, NY 10018",10018,40.75277108646358,-73.9845295,(212) 889-0980,https://www.yelp.com/biz/the-best-sichuan-new-york-6?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
Irl5EDZ-wBbb6AsxCjrbQg,Grandma's Home,Chinese,4.2,123,,"56 W 22nd St, New York, NY 10010",10010,40.74185184042206,-73.9928814,(646) 329-6770,https://www.yelp.com/biz/grandmas-home-new-york-3?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
jc7lVTvmYMIK5RNpENtS6w,Szechuan Mountain House,Chinese,4.3,873,$$,"23 St Marks Pl, New York, NY 10003",10003,40.72911,-73.98858,(917) 388-3866,https://www.yelp.com/biz/szechuan-mountain-house-new-york-2?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
xq0cX_DgxiJMXwhmEl9kUA,Café China,Chinese,3.9,2079,$$,"59 W 37th St, New York, NY 10018",10018,40.75158498670787,-73.98582411501887,(212) 213-2810,https://www.yelp.com/biz/caf%C3%A9-china-new-york-2?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
nI1UYDCYUTt23TpGxqnLKg,Buddakan,Chinese,4.1,4850,$$$$,"75 9th Ave, New York, NY 10011",10011,40.7422762672197,-74.0048000961542,(212) 989-6699,https://www.yelp.com/biz/buddakan-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
wDuf4Qz9qsC62amLZgWNJQ,Little Alley,Chinese,4.0,604,$$,"550 3rd Ave, New York, NY 10016",10016,40.74744,-73.97728,(646) 998-3976,https://www.yelp.com/biz/little-alley-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
sRWRA4dcN_NR1JGpuRVouA,Nan Xiang Soup Dumplings - Koreatown,Chinese,4.6,1432,$$,"24 W 33rd St, New York, NY 10001",10001,40.7482487159912,-73.98648243619347,(212) 970-3888,https://www.yelp.com/biz/nan-xiang-soup-dumplings-koreatown-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
lynQoI3w_pzYfHGeuUU-Qg,Shu Jiao Fu Zhou,Chinese,4.5,1636,$,"295 Grand St, New York, NY 10002",10002,40.7174109,-73.99208827387251,(212) 625-2532,https://www.yelp.com/biz/shu-jiao-fu-zhou-new-york-2?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
oJ6fy4fBv_3WskxH4NfNBg,Chef Huang Jian Bing & Peking Duck,Chinese,4.6,145,,"635 2nd Ave, New York, NY 10016",10016,40.74531205210646,-73.9757772,(646) 918-6065,https://www.yelp.com/biz/chef-huang-jian-bing-and-peking-duck-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
E_Rxnmim6J2ECFtU0QGlsQ,Uncle Lou 快樂人,Chinese,4.2,615,$$,"73 Mulberry St, New York, NY 10013",10013,40.716284,-73.99939,(212) 966-5538,https://www.yelp.com/biz/uncle-lou-%E5%BF%AB%E6%A8%82%E4%BA%BA-new-york-3?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
sBCJYLPNJuagg-aJ3Y_ozQ,Cheli,Chinese,4.2,460,,"19 St Marks Pl, New York, NY 10003",10003,40.72919825690721,-73.98871113812073,(646) 858-1866,https://www.yelp.com/biz/cheli-new-york-6?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
UK1oGbr8GU2rufpnJR4-HQ,Joe's Home of Soup Dumplings,Chinese,4.5,819,$$,"7 E 48th St, between Fifth and Madison avenues, New York, NY 10017",10017,40.75723,-73.97702,(212) 333-3868,https://www.yelp.com/biz/joes-home-of-soup-dumplings-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
m3gXIgSxJapyDaSPKBjfYw,Shanghai Dumplings Fusion,Chinese,4.4,28,,"158 W 72nd St, New York, NY 10023",10023,40.77802703856498,-73.9809994,(212) 347-8558,https://www.yelp.com/biz/shanghai-dumplings-fusion-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
8YWLuLUKj0t_0_Xv06UUtw,Ye's Apothecary,Chinese,4.6,1004,$$,"119 Orchard St, New York, NY 10002",10002,40.71945,-73.9898,(929) 655-2515,https://www.yelp.com/biz/yes-apothecary-new-york-6?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
kwqOmEwWJ0D9PyCdFGE3-g,Xi'an Famous Foods,Chinese,4.0,761,$$,"309 Amsterdam Ave, New York, NY 10023",10023,40.780145,-73.980266,(212) 786-2068,https://www.yelp.com/biz/xian-famous-foods-new-york-36?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
0dDCDQz7DrKkSvu9h2hcQw,Chow House 德悦轩,Chinese,4.4,801,$$,"181 Bleecker St, New York, NY 10012",10012,40.72908,-74.00078,(212) 837-1021,https://www.yelp.com/biz/chow-house-%E5%BE%B7%E6%82%A6%E8%BD%A9-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
4FD0TAxe70nb3ngk3sXF9Q,Uluh,Chinese,4.4,1094,$$$,"152 2nd Ave, Ste A, New York, NY 10003",10003,40.729354,-73.98665,(917) 261-5963,https://www.yelp.com/biz/uluh-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
B7bxdtvLYR7Nmex4AIFd4w,RedFarm,Chinese,3.6,831,$$$,"2170 Broadway, New York, NY 10024",10024,40.782051,-73.980415,(212) 724-9700,https://www.yelp.com/biz/redfarm-new-york-2?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
LTVNsNBh_0FI8MYrPfjRDQ,Jiang Nan - NYC,Chinese,4.4,283,$$$,"103 Bowery, New York, NY 10002",10002,40.717553,-73.99501,(212) 775-8998,https://www.yelp.com/biz/jiang-nan-nyc-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
LT0yyLNM84EiJj9DL0rfHA,Hui Restaurant & Bar,Chinese,4.3,339,$$,"314 E 70th St, New York, NY 10021",10021,40.76701,-73.95846,(646) 869-0339,https://www.yelp.com/biz/hui-restaurant-and-bar-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
0LFFYIywlHaXpTeYrJe9Hg,Nai Brother Sauerkraut Fish,Chinese,4.8,37,,"654 9th Ave, New York, NY 10036",10036,40.76071439272882,-73.9906761,(646) 449-8086,https://www.yelp.com/biz/nai-brother-sauerkraut-fish-new-york-5?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
FXhSEZfIqjMZh4hR0_8jMQ,China Xiang 中国湘,Chinese,3.8,590,$$,"360 W 42nd Street, New York, NY 10036",10036,40.7582902125633,-73.9925113993899,(212) 967-6088,https://www.yelp.com/biz/china-xiang-%E4%B8%AD%E5%9B%BD%E6%B9%98-new-york-2?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
0vg2Z-HPwkyVVX613j2ysg,Peng's Noodle Folk,Chinese,4.5,606,$$,"1016 Lexington Ave, New York, NY 10021",10021,40.7711335538802,-73.9620354269869,(929) 391-3950,https://www.yelp.com/biz/pengs-noodle-folk-new-york-2?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
JJx2ynZY-KemZ4GlcMWv6Q,Nai Brother Sauerkraut Fish,Chinese,4.5,15,,"2819 Broadway, New York, NY 10025",10025,40.80346,-73.96756,(646) 895-1015,https://www.yelp.com/biz/nai-brother-sauerkraut-fish-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
X8ZS-dgiMIJvhwf9SaDnjw,Wah Fung No 1,Chinese,4.4,2355,$,"79 Chrystie St, New York, NY 10002",10002,40.71735,-73.99457,(212) 925-5175,https://www.yelp.com/biz/wah-fung-no-1-new-york-2?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
0uxLYjybBFiIjTzyuejpxw,Phoenix Palace,Chinese,4.3,82,,"85 Bowery, New York, NY 10002",10002,40.716824,-73.995294,(917) 555-2679,https://www.yelp.com/biz/phoenix-palace-new-york-2?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
H1jops1lmuhrq9lP7lEGJQ,Flor De Mayo,Chinese,4.0,1397,$$,"484 Amsterdam Ave, New York, NY 10024",10024,40.78609,-73.97658,(212) 787-3388,https://www.yelp.com/biz/flor-de-mayo-new-york-2?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
6YehBdKHcLDsvaewhcEjFQ,Hey Yuet,Chinese,4.4,325,$$,"251 W 26th St, New York, NY 10001",10001,40.747241,-73.996441,(646) 998-4196,https://www.yelp.com/biz/hey-yuet-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
iXH9H75idkSB-Eudo5ABhg,Tang By Mr Sun,Chinese,4.4,122,$$$,"1442 3rd Ave, New York, NY 10028",10028,40.77614,-73.95616,(646) 590-2910,https://www.yelp.com/biz/tang-by-mr-sun-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
l1nX-f46dmOEmYPoiuLSaw,Peking Duck House,Chinese,3.4,566,$$$,"236 E 53rd St, New York, NY 10022",10022,40.756915,-73.968108,(212) 759-8260,https://www.yelp.com/biz/peking-duck-house-new-york-2?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
s5JNxy0eAFgxS2Poi73ODw,Mala Project,Chinese,4.0,635,$$,"41 W 46th St, New York, NY 10036",10036,40.756899,-73.980586,(917) 261-7520,https://www.yelp.com/biz/mala-project-new-york-4?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
rYw5rQbWRX9buZHZbxqWdA,Congee Village,Chinese,3.4,1890,$$,"100 Allen St, New York, NY 10002",10002,40.7187,-73.99031,(212) 941-1818,https://www.yelp.com/biz/congee-village-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
_fTRTishY3G5dLPLYGCVAw,Tipsy Shanghai,Chinese,4.1,135,$$,"594 3rd Ave, New York, NY 10016",10016,40.74879,-73.9761,(212) 466-6488,https://www.yelp.com/biz/tipsy-shanghai-new-york-5?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
lTJtCYatAk9oL3ncVofr6w,Shang Gong Chu,Chinese,4.5,60,,"319 Warren St, Jersey City, NJ 07302",07302,40.71903,-74.03879,(201) 721-5548,https://www.yelp.com/biz/shang-gong-chu-jersey-city-2?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
M-odQWSEfsR2mVEw7nKG-g,Nyonya,Chinese,3.9,2534,$$,"199 Grand St, New York, NY 10013",10013,40.719116974367,-73.9968322948353,(212) 334-3669,https://www.yelp.com/biz/nyonya-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
qGgQMVExGERqGhZNDM2ROg,Wu Liang Ye,Chinese,3.5,598,$$,"36 W 48th St, New York, NY 10036",10036,40.75781,-73.97994,(212) 398-2308,https://www.yelp.com/biz/wu-liang-ye-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
-Q0HTFIJ1aZekdPbY1QrRQ,San Wei,Chinese,4.7,10,,"89 E 42nd St, New York, NY 10017",10017,40.752652,-73.977349,,https://www.yelp.com/biz/san-wei-new-york-2?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
6dVXDdgzDEVt4DvHzpWo9w,Tang Pavilion,Chinese,3.5,369,$$,"65 W 55th St, New York, NY 10019",10019,40.76275,-73.97725,(212) 956-6888,https://www.yelp.com/biz/tang-pavilion-new-york-3?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
U8la2dyPP9qCEteA4FGi2w,Aves,Chinese,4.4,14,,"102 W 86th St, New York, NY 10024",10024,40.786280780827475,-73.97266912034127,(212) 871-7102,https://www.yelp.com/biz/aves-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
BPErPpKSNluwcjbKRgze3w,Xi'an Famous Foods,Chinese,4.2,718,$$,"328 E 78th St, New York, NY 10075",10075,40.77197,-73.95452,(212) 786-2068,https://www.yelp.com/biz/xian-famous-foods-new-york-38?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
oe8GEFE4QLFAKt87y7zcgA,Very Fresh Noodles,Chinese,4.4,1708,$$,"409 W 15th St, New York, NY 10011",10011,40.742143,-74.005725,(332) 215-6161,https://www.yelp.com/biz/very-fresh-noodles-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
KOg9x0nxrgn2EmfUpI10Fw,Yingtao,Chinese,4.4,54,,"805 9th Ave, New York, NY 10019",10019,40.765730411583846,-73.98772763947743,(845) 236-6577,https://www.yelp.com/biz/yingtao-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
QaolMEijS7L6eodSneOdng,Tri Dim Shanghai West,Chinese,4.1,281,$$,"467 Columbus Ave, New York, NY 10024",10024,40.784058,-73.973567,(212) 585-1398,https://www.yelp.com/biz/tri-dim-shanghai-west-new-york-3?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
1jAB_uaI8-P_wSqOo2S3KQ,Mazu Szechuan,Chinese,4.5,165,$$,"495 3rd Ave, New York, NY 10016",10016,40.745234,-73.97812,(646) 609-3388,https://www.yelp.com/biz/mazu-szechuan-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
aWkekCYI9zNA6xDwYEtYpg,Golden Wuish The Duck House,Chinese,4.3,236,$$$,"6 Platt St, New York, NY 10038",10038,40.707324,-74.006407,(212) 273-9296,https://www.yelp.com/biz/golden-wuish-the-duck-house-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
mUl0wtO7tPkBocuJqZ-7Dw,Dun Huang,Chinese,4.3,379,$$,"320 Lexington Ave, New York, NY 10016",10016,40.749246028789145,-73.97784435752833,(646) 964-4007,https://www.yelp.com/biz/dun-huang-new-york-7?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
GuzlMBKNoClNx5I1-x-DDg,53 NYC,Chinese,4.1,212,$$$$,"53 W 53rd St, New York, NY 10019",10019,40.76179318437133,-73.9780863,(646) 535-3994,https://www.yelp.com/biz/53-nyc-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
tFAozE7NNbypnrr5zEt0bQ,Dim Sum Palace,Chinese,4.2,213,$$,"27 Division St, New York, NY 10002",10002,40.714018,-73.996122,(212) 587-4277,https://www.yelp.com/biz/dim-sum-palace-new-york-16?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
Q85ScF9s6vlS5_i453AFvg,Tangy Noodle,Chinese,4.3,142,$$,"98 8th Ave, New York, NY 10011",10011,40.740203,-74.00193,(917) 261-4931,https://www.yelp.com/biz/tangy-noodle-new-york-3?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
mK-Mnbf5bCk5Of6_yZt3jg,Floral 繁花,Chinese,4.7,3,,"63 Cooper Sq, New York, NY 10003",10003,40.72907,-73.98991,(917) 477-0059,https://www.yelp.com/biz/floral-%E7%B9%81%E8%8A%B1-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
XaEFFUabnbH8ZF7ccmSAlQ,South Of The Clouds,Chinese,3.9,280,$$,"16 W 8th St, New York, NY 10011",10011,40.73264,-73.99752,(212) 888-9653,https://www.yelp.com/biz/south-of-the-clouds-new-york?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
-lgNzAEyFr8LCTuBTWnAMg,Dim Sum Palace,Chinese,4.0,526,$$,"28 W 56th St, New York, NY 10019",10019,40.762765496672955,-73.97609185077448,(646) 609-3966,https://www.yelp.com/biz/dim-sum-palace-new-york-7?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
8XJrpuI6RHMXmjrVzP03dw,Jing Li,Chinese,4.0,144,$$,"27-35 Jackson Ave, Long Island city, NY 11101",11101,40.74820804742006,-73.94006931559102,(718) 255-6661,https://www.yelp.com/biz/jing-li-long-island-city?adjust_creative=Pd8Mtj8f1Qi2bak8JqKwWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Pd8Mtj8f1Qi2bak8JqKwWg
